200;rozmiar
step
179;99
11;168
174;172
34;114
103;63
35;113
150;194
30;198
165;170
166;195
125;62
148;64
129;10
111;82
7;61
22;141
79;6
150;110
88;53
121;97
158;83
26;107
186;154
75;70
139;45
67;196
4;170
5;112
133;47
119;156
17;167
137;94
39;35
121;2
117;125
49;111
55;185
102;122
3;110
95;165
11;190
76;104
174;2
152;87
119;77
28;52
164;161
56;128
11;82
158;87
56;134
176;131
126;58
141;98
26;107
119;76
176;131
117;125
120;156
88;52
55;134
120;155
122;97
165;195
75;71
125;61
126;57
75;70
78;6
11;82
103;63
133;47
54;134
34;113
165;195
56;127
54;185
94;165
179;99
132;47
39;35
178;99
125;57
152;87
130;10
126;61
78;6
17;167
117;125
54;134
165;195
129;10
176;131
88;51
75;70
103;122
77;6
175;131
129;10
129;9
step
177;99
11;167
174;172
34;112
102;63
35;113
150;194
30;198
166;170
165;196
125;61
148;64
129;9
110;82
7;61
22;140
77;6
149;110
89;51
122;97
158;83
25;107
185;154
75;70
139;46
68;196
4;170
5;113
131;47
120;154
17;167
137;95
40;35
121;2
116;125
50;111
53;185
103;122
3;110
94;165
10;190
77;104
174;1
152;87
120;76
28;51
164;161
55;127
11;82
158;87
53;134
174;131
125;57
140;98
24;107
120;76
173;131
115;125
119;154
88;51
53;133
120;154
121;97
165;195
75;69
125;60
124;57
75;69
78;6
11;81
103;63
131;47
54;133
35;112
164;195
55;127
53;184
94;164
176;99
131;47
39;35
177;99
124;57
151;87
129;10
126;60
79;6
16;167
115;126
54;132
163;195
129;11
174;131
87;51
74;69
103;121
79;7
175;131
129;11
129;11
step
176;99
11;168
174;172
34;112
103;63
36;113
149;194
30;198
166;169
163;194
126;59
148;64
130;11
110;81
7;60
22;140
79;7
148;110
87;51
120;97
158;83
23;107
186;154
75;69
139;45
67;196
4;169
5;114
132;47
119;154
15;167
136;95
40;35
121;2
116;126
50;110
52;184
103;122
2;110
94;163
10;189
76;104
174;0
152;87
119;76
27;51
164;161
55;127
11;80
159;87
53;132
175;131
124;58
140;97
24;107
119;76
174;131
115;126
119;154
87;51
53;132
119;154
120;97
163;194
75;69
127;59
124;57
76;69
79;7
11;80
103;62
133;47
52;132
34;111
164;194
54;127
53;184
93;163
176;99
132;47
40;35
176;99
124;57
152;86
131;11
127;60
78;7
15;167
115;126
52;132
164;194
131;10
174;130
86;51
75;69
102;122
78;7
174;130
130;10
130;10
step
176;99
10;168
175;172
35;111
104;62
36;113
148;194
30;198
165;169
165;194
128;60
147;64
131;10
111;81
7;59
22;140
77;7
148;109
87;51
120;96
158;83
24;107
186;154
76;69
139;46
67;195
4;169
5;114
131;47
119;154
14;167
136;94
39;35
121;2
115;125
49;110
52;184
102;122
2;110
93;163
10;189
76;105
173;0
152;86
118;76
28;51
164;161
53;127
10;80
159;88
53;132
174;130
123;57
140;96
23;107
118;75
173;130
115;125
118;154
86;51
54;132
117;154
119;96
166;194
76;68
128;59
123;56
76;68
76;7
11;80
104;62
131;47
54;132
35;110
165;194
53;127
52;184
93;163
175;99
131;47
40;35
175;98
123;56
152;87
131;10
127;59
76;7
14;166
114;125
54;131
165;194
132;10
172;130
87;51
76;68
102;121
77;7
172;130
131;10
130;10
step
176;98
9;168
174;172
35;110
103;62
36;112
148;195
30;198
165;168
165;195
128;59
146;64
131;10
111;80
7;58
21;140
77;7
148;109
88;51
119;97
157;83
23;106
186;153
75;68
138;46
67;194
3;169
4;114
130;47
117;155
14;166
137;94
40;34
121;1
115;125
49;109
53;184
102;120
2;110
94;163
10;188
77;105
172;0
152;87
118;74
27;51
164;161
53;126
11;79
158;88
53;131
172;129
122;56
140;95
23;105
117;74
173;129
115;125
117;154
87;51
53;130
117;154
118;97
164;195
75;68
129;59
121;56
75;67
76;7
12;79
102;62
129;47
53;130
34;110
163;195
53;125
52;184
94;163
175;98
129;47
40;34
175;98
121;55
153;87
130;10
129;59
76;7
15;166
115;125
53;131
164;195
130;9
174;129
86;51
74;67
102;120
75;7
174;129
130;9
129;9
step
176;98
9;168
174;173
34;110
101;62
35;112
148;194
30;197
164;168
163;195
129;59
145;64
129;9
111;80
7;58
20;140
76;7
148;109
85;51
118;96
156;83
23;104
185;153
75;67
138;45
66;194
4;169
3;114
129;46
117;153
15;166
137;94
41;34
120;1
114;125
49;108
52;184
101;120
2;110
94;162
9;188
77;105
172;0
153;87
116;74
27;51
164;160
52;125
12;78
158;88
53;130
174;129
121;55
140;95
23;103
116;74
175;129
114;124
117;153
84;51
53;130
116;153
119;96
163;195
75;67
129;58
122;55
75;66
75;7
12;79
101;61
129;46
53;130
33;110
164;195
51;125
52;183
93;162
176;99
129;45
40;34
176;99
123;55
153;87
129;8
128;58
74;7
15;166
114;125
52;130
163;195
129;8
174;129
84;50
75;66
101;119
74;7
174;129
128;8
129;8
step
177;99
8;168
173;173
33;110
100;61
34;112
147;194
29;197
163;168
163;195
129;58
145;64
129;9
112;80
8;58
19;140
74;8
147;109
84;50
118;96
156;83
23;102
185;153
76;66
139;45
65;194
3;169
4;114
129;44
116;153
15;166
136;94
40;34
120;0
114;125
48;108
51;183
102;119
1;110
92;162
9;188
77;105
172;0
152;87
116;73
26;51
163;160
51;125
12;78
157;88
51;130
174;129
123;55
139;95
23;101
115;73
174;129
113;125
116;152
85;50
51;130
